LDA1,LDA2,price_range
-4.039139691970442,-0.18036375453140432,0
0.8099039226725909,1.1341924946428752,2
-2.0616162574874557,1.688742485230772,1
4.828944368762031,0.825710346750703,3
-0.5500256449023604,-0.018561319612627802,1
-0.4941675817392633,1.1323596905312063,1
0.6126596606658267,0.9178784463327473,2
-4.1728878838261325,1.3313943272950248,0
3.4150943215488874,-1.1698177484044252,3
-0.4721328466952529,-0.14440023775669145,1
-4.142385321834342,0.20263576746886774,0
-2.8254653909946024,0.06238953215518614,0
1.08712735453279,-1.4316568965306877,2
5.679287483764101,0.2357322132584361,3
2.7929135722133824,-0.9106082708425604,3
1.9434080645746263,-0.7617982527071983,2
4.969265929466119,-0.7392955334189983,3
6.511489292207253,0.22304219579548684,3
-1.0466908379190607,-0.9529712430112499,1
-4.290258592707763,0.43106675720634247,0
-4.449014841067953,0.3414723559837875,0
0.0659877812152871,-1.016940520654017,2
-2.725093656317424,1.140915330886236,1
1.2504927289332977,0.5883808205343155,2
-4.239117091204212,0.8190928754062582,0
-1.759849963330341,2.115484465925769,1
3.8390913819180166,-0.43201181411732104,3
2.446179563426237,0.03959156476652616,2
1.5973575884719136,-0.46948660018954197,2
-5.426413524696127,1.4793585248255507,0
-3.4050959979222504,-1.1738689023332165,0
-6.0497366859671295,-0.1959416882327627,0
5.339467107043885,-0.9336153456390734,3
-4.049764374929678,-1.5788476056301144,0
-0.5646907539874189,1.0922964624368172,1
-0.6511736390207968,-0.8801569271078055,1
2.3771545602016677,0.7830036681663672,2
-4.054074464116875,-0.985401092562563,0
5.319998436537219,-0.2777029643132181,3
-3.9232528970188008,-1.503067795687776,0
0.3101159208868307,1.2204895979336623,2
3.3496021276446966,-0.34199499652060955,3
1.7728324028938953,-0.745063917797092,2
-5.211891253642905,-0.7535540712906051,0
2.8145523803060626,1.6367619025704843,2
2.5514280920928427,-1.1434669736417598,3
0.5148768273231022,-1.2059520902878862,2
-1.911065331298121,0.09072363550303769,1
4.639001770774883,-0.7268845784701137,3
-1.4809875207062655,-1.6621929058057683,1
6.124331151415404,-1.112310653849171,3
-1.2361266301720342,-0.8643873758574198,1
-4.886009559693899,-1.796851486094922,0
-4.202196367449529,0.143801408758281,0
